customer_id,primary_category,subcategory,total_subcat_spent,mean_subcat_spent,std_subcat_spent,total_main_spent,mean_main_spent,std_main_spent,main_z_score,subcat_z_score,final_z_score,anomaly_level,is_anomaly,avg_other_users_spend,percent_difference,message
12,Zábava a oddych,Unknown,584.6999999999999,125.383125,157.89488621594165,599.6999999999999,227.70342105263163,395.1938959020628,0.9413014290067798,2.9090041229823287,2.9090041229823287,subcategory,True,217.64945945945945,175.53479870309684,Hi! In this month you spent 175.53% more than other users in the Unknown category.
